Week,Item Name,Category,Ordered Stock,Projected Covers,Stock Left,Season
28,Light Tonic,Soft Drinks,42,193,28,Summer
28,Limoncello,Spirits,33,250,19,Summer
28,Macallan 12,Spirits,35,411,33,Summer
28,Malbec,Wine,24,236,14,Summer
28,Martini Rosso,Spirits,34,151,14,Summer
28,Merlot,Wine,33,258,29,Summer
28,Moet,Wine,22,486,5,Summer
28,Orange Juice,Soft Drinks,46,125,28,Summer
28,Passoa,Spirits,11,421,0,Summer
28,Peroni,Beer,22,443,3,Summer
28,Pineapple Juice,Soft Drinks,26,367,9,Summer
28,Pink Gin,Spirits,8,383,6,Summer
28,Pinot Grigio,Wine,48,113,44,Summer
28,Prosecco,Wine,27,314,13,Summer
28,Rijoca,Wine,27,495,20,Summer
28,Sauvignon Blanc,Wine,45,438,35,Summer
28,St Germain,Spirits,29,227,21,Summer
28,Tanqueray 10,Spirits,32,327,16,Summer
28,Tonic Water,Soft Drinks,33,109,24,Summer
29,Apple Juice,Soft Drinks,12,163,9,Summer
29,Bacardi Blanco,Spirits,34,284,32,Summer
29,Bira Moretti,Beer,18,489,13,Summer
29,Bombay Gin,Spirits,14,258,0,Summer
29,Captain Morgan Spiced Rum,Spirits,35,399,23,Summer
29,Chardonnay,Wine,46,390,40,Summer
29,Coca Cola,Soft Drinks,11,304,3,Summer
29,Coke Zero,Soft Drinks,47,140,33,Summer
29,Cointreau,Spirits,28,351,16,Summer
29,Corona,Beer,26,339,9,Summer
29,Cranberry Juice,Soft Drinks,47,157,29,Summer
29,Dalmore 12,Spirits,40,423,23,Summer
29,Diet Coke,Soft Drinks,37,279,31,Summer
29,Disaronno,Spirits,19,245,0,Summer
29,Havana Club 3,Spirits,27,243,25,Summer
29,Havana Club 7,Spirits,29,113,9,Summer
29,High Commissioner,Spirits,10,180,2,Summer
29,Irn Bru,Soft Drinks,49,488,48,Summer
29,J20,Soft Drinks,25,356,20,Summer
29,Jack Daniels,Spirits,6,319,0,Summer
29,Kahlua,Spirits,30,183,18,Summer
29,Lemonade,Soft Drinks,47,211,28,Summer
29,Light Tonic,Soft Drinks,37,313,19,Summer
29,Limoncello,Spirits,35,432,15,Summer
29,Macallan 12,Spirits,46,390,45,Summer
29,Malbec,Wine,49,219,43,Summer
29,Martini Rosso,Spirits,29,368,10,Summer
29,Merlot,Wine,32,240,12,Summer
29,Moet,Wine,37,150,37,Summer
29,Orange Juice,Soft Drinks,36,471,35,Summer
29,Passoa,Spirits,40,472,36,Summer
29,Peroni,Beer,11,347,0,Summer
29,Pineapple Juice,Soft Drinks,10,256,0,Summer
29,Pink Gin,Spirits,27,269,12,Summer
29,Pinot Grigio,Wine,21,348,8,Summer
29,Prosecco,Wine,18,307,17,Summer
29,Rijoca,Wine,42,361,42,Summer
29,Sauvignon Blanc,Wine,25,427,14,Summer
29,St Germain,Spirits,17,473,9,Summer
29,Tanqueray 10,Spirits,35,305,26,Summer
29,Tonic Water,Soft Drinks,39,278,39,Summer
30,Apple Juice,Soft Drinks,39,469,31,Summer
30,Bacardi Blanco,Spirits,35,384,25,Summer
30,Bira Moretti,Beer,12,448,12,Summer
30,Bombay Gin,Spirits,34,310,29,Summer
30,Captain Morgan Spiced Rum,Spirits,36,435,24,Summer
30,Chardonnay,Wine,24,143,9,Summer
30,Coca Cola,Soft Drinks,7,410,0,Summer
30,Coke Zero,Soft Drinks,41,446,39,Summer
30,Cointreau,Spirits,41,354,22,Summer
30,Corona,Beer,17,468,5,Summer
30,Cranberry Juice,Soft Drinks,23,306,8,Summer
30,Dalmore 12,Spirits,44,417,42,Summer
30,Diet Coke,Soft Drinks,10,107,0,Summer
30,Disaronno,Spirits,6,149,0,Summer
30,Havana Club 3,Spirits,7,173,0,Summer
30,Havana Club 7,Spirits,50,414,49,Summer
30,High Commissioner,Spirits,21,248,21,Summer
30,Irn Bru,Soft Drinks,36,130,24,Summer
30,J20,Soft Drinks,6,160,1,Summer
30,Jack Daniels,Spirits,49,487,43,Summer
30,Kahlua,Spirits,21,414,16,Summer
30,Lemonade,Soft Drinks,24,153,5,Summer
30,Light Tonic,Soft Drinks,6,156,0,Summer
30,Limoncello,Spirits,42,348,30,Summer
30,Macallan 12,Spirits,39,128,31,Summer
30,Malbec,Wine,23,165,22,Summer
30,Martini Rosso,Spirits,14,428,5,Summer
30,Merlot,Wine,10,373,1,Summer
30,Moet,Wine,12,193,4,Summer
30,Orange Juice,Soft Drinks,38,111,25,Summer
30,Passoa,Spirits,5,200,0,Summer
30,Peroni,Beer,37,232,24,Summer
30,Pineapple Juice,Soft Drinks,49,233,37,Summer
30,Pink Gin,Spirits,14,123,12,Summer
30,Pinot Grigio,Wine,47,158,30,Summer
30,Prosecco,Wine,32,259,27,Summer
30,Rijoca,Wine,17,383,10,Summer
30,Sauvignon Blanc,Wine,32,364,22,Summer
30,St Germain,Spirits,10,239,0,Summer
30,Tanqueray 10,Spirits,44,435,27,Summer
30,Tonic Water,Soft Drinks,41,271,34,Summer
31,Apple Juice,Soft Drinks,9,347,7,Summer
31,Bacardi Blanco,Spirits,35,334,26,Summer
31,Bira Moretti,Beer,14,481,0,Summer
31,Bombay Gin,Spirits,40,460,28,Summer
31,Captain Morgan Spiced Rum,Spirits,27,396,9,Summer
31,Chardonnay,Wine,12,183,0,Summer
31,Coca Cola,Soft Drinks,6,124,0,Summer
31,Coke Zero,Soft Drinks,13,350,6,Summer
31,Cointreau,Spirits,46,212,32,Summer
31,Corona,Beer,45,475,38,Summer
31,Cranberry Juice,Soft Drinks,33,450,17,Summer
31,Dalmore 12,Spirits,12,365,0,Summer
31,Diet Coke,Soft Drinks,27,451,27,Summer
31,Disaronno,Spirits,12,351,2,Summer
31,Havana Club 3,Spirits,7,183,5,Summer
31,Havana Club 7,Spirits,15,452,0,Summer
31,High Commissioner,Spirits,22,452,9,Summer
31,Irn Bru,Soft Drinks,15,457,9,Summer
31,J20,Soft Drinks,21,405,20,Summer
31,Jack Daniels,Spirits,11,338,0,Summer
31,Kahlua,Spirits,21,398,9,Summer
31,Lemonade,Soft Drinks,24,482,7,Summer
31,Light Tonic,Soft Drinks,15,421,0,Summer
31,Limoncello,Spirits,46,320,30,Summer
31,Macallan 12,Spirits,45,459,26,Summer
31,Malbec,Wine,48,407,46,Summer
31,Martini Rosso,Spirits,38,308,26,Summer
31,Merlot,Wine,11,207,11,Summer
31,Moet,Wine,30,244,22,Summer
31,Orange Juice,Soft Drinks,28,276,8,Summer
31,Passoa,Spirits,38,287,37,Summer
31,Peroni,Beer,10,460,5,Summer
31,Pineapple Juice,Soft Drinks,15,215,0,Summer
31,Pink Gin,Spirits,34,487,16,Summer
31,Pinot Grigio,Wine,20,259,19,Summer
31,Prosecco,Wine,9,209,6,Summer
31,Rijoca,Wine,24,316,18,Summer
31,Sauvignon Blanc,Wine,37,280,27,Summer
31,St Germain,Spirits,45,460,42,Summer
31,Tanqueray 10,Spirits,8,149,4,Summer
31,Tonic Water,Soft Drinks,20,218,10,Summer
32,Apple Juice,Soft Drinks,9,220,0,Summer
32,Bacardi Blanco,Spirits,16,202,11,Summer
32,Bira Moretti,Beer,17,181,9,Summer
32,Bombay Gin,Spirits,25,462,15,Summer
32,Captain Morgan Spiced Rum,Spirits,26,160,7,Summer
32,Chardonnay,Wine,41,315,28,Summer
32,Coca Cola,Soft Drinks,36,183,31,Summer
32,Coke Zero,Soft Drinks,34,424,15,Summer
32,Cointreau,Spirits,41,335,30,Summer
32,Corona,Beer,12,463,0,Summer
32,Cranberry Juice,Soft Drinks,43,492,34,Summer
32,Dalmore 12,Spirits,37,388,27,Summer
32,Diet Coke,Soft Drinks,23,146,5,Summer
32,Disaronno,Spirits,11,325,0,Summer
32,Havana Club 3,Spirits,23,365,12,Summer
32,Havana Club 7,Spirits,27,486,18,Summer
32,High Commissioner,Spirits,49,315,46,Summer
32,Irn Bru,Soft Drinks,44,361,28,Summer
32,J20,Soft Drinks,39,159,31,Summer
32,Jack Daniels,Spirits,13,182,10,Summer
32,Kahlua,Spirits,14,476,2,Summer
32,Lemonade,Soft Drinks,16,107,5,Summer
32,Light Tonic,Soft Drinks,33,231,24,Summer
32,Limoncello,Spirits,35,252,35,Summer
32,Macallan 12,Spirits,16,459,6,Summer
32,Malbec,Wine,39,449,34,Summer
32,Martini Rosso,Spirits,25,475,21,Summer
32,Merlot,Wine,43,462,35,Summer
32,Moet,Wine,36,381,29,Summer
32,Orange Juice,Soft Drinks,44,344,31,Summer
32,Passoa,Spirits,34,318,29,Summer
32,Peroni,Beer,7,426,2,Summer
32,Pineapple Juice,Soft Drinks,17,362,0,Summer
32,Pink Gin,Spirits,14,454,6,Summer
32,Pinot Grigio,Wine,37,143,33,Summer
32,Prosecco,Wine,28,393,9,Summer
32,Rijoca,Wine,18,243,3,Summer
32,Sauvignon Blanc,Wine,5,297,0,Summer
32,St Germain,Spirits,34,235,24,Summer
32,Tanqueray 10,Spirits,28,340,20,Summer
32,Tonic Water,Soft Drinks,9,219,7,Summer
33,Apple Juice,Soft Drinks,38,143,25,Summer
33,Bacardi Blanco,Spirits,40,175,23,Summer
33,Bira Moretti,Beer,38,350,30,Summer
33,Bombay Gin,Spirits,43,213,42,Summer
33,Captain Morgan Spiced Rum,Spirits,35,262,17,Summer
33,Chardonnay,Wine,6,395,0,Summer
33,Coca Cola,Soft Drinks,40,133,33,Summer
33,Coke Zero,Soft Drinks,14,150,13,Summer
33,Cointreau,Spirits,48,333,39,Summer
33,Corona,Beer,15,401,14,Summer
33,Cranberry Juice,Soft Drinks,12,219,0,Summer
33,Dalmore 12,Spirits,47,341,44,Summer
33,Diet Coke,Soft Drinks,41,357,29,Summer
33,Disaronno,Spirits,16,173,3,Summer
33,Havana Club 3,Spirits,33,403,30,Summer
33,Havana Club 7,Spirits,15,178,0,Summer
33,High Commissioner,Spirits,9,289,0,Summer
33,Irn Bru,Soft Drinks,22,467,16,Summer
33,J20,Soft Drinks,19,162,5,Summer
33,Jack Daniels,Spirits,12,490,0,Summer
33,Kahlua,Spirits,49,154,49,Summer
33,Lemonade,Soft Drinks,21,359,11,Summer
33,Light Tonic,Soft Drinks,15,345,0,Summer
33,Limoncello,Spirits,42,279,34,Summer
33,Macallan 12,Spirits,37,282,36,Summer
33,Malbec,Wine,6,405,0,Summer
33,Martini Rosso,Spirits,32,283,26,Summer
33,Merlot,Wine,37,181,29,Summer
33,Moet,Wine,31,474,11,Summer
33,Orange Juice,Soft Drinks,42,264,35,Summer
33,Passoa,Spirits,35,307,34,Summer
33,Peroni,Beer,13,339,1,Summer
33,Pineapple Juice,Soft Drinks,40,415,29,Summer
33,Pink Gin,Spirits,47,128,42,Summer
33,Pinot Grigio,Wine,41,227,36,Summer
33,Prosecco,Wine,21,110,13,Summer
33,Rijoca,Wine,27,482,22,Summer
33,Sauvignon Blanc,Wine,15,321,0,Summer
33,St Germain,Spirits,37,405,21,Summer
33,Tanqueray 10,Spirits,12,274,0,Summer
33,Tonic Water,Soft Drinks,25,242,13,Summer
34,Apple Juice,Soft Drinks,25,415,14,Summer
34,Bacardi Blanco,Spirits,33,402,29,Summer
34,Bira Moretti,Beer,26,145,7,Summer
34,Bombay Gin,Spirits,46,340,31,Summer
34,Captain Morgan Spiced Rum,Spirits,17,114,0,Summer
34,Chardonnay,Wine,18,226,1,Summer
34,Coca Cola,Soft Drinks,32,222,24,Summer
34,Coke Zero,Soft Drinks,48,448,41,Summer
34,Cointreau,Spirits,29,286,29,Summer
34,Corona,Beer,42,374,25,Summer
34,Cranberry Juice,Soft Drinks,29,174,27,Summer
34,Dalmore 12,Spirits,25,426,14,Summer
34,Diet Coke,Soft Drinks,39,382,31,Summer
34,Disaronno,Spirits,14,259,0,Summer
34,Havana Club 3,Spirits,17,296,14,Summer
34,Havana Club 7,Spirits,27,495,27,Summer
34,High Commissioner,Spirits,34,144,23,Summer
34,Irn Bru,Soft Drinks,14,361,8,Summer
34,J20,Soft Drinks,38,334,35,Summer
34,Jack Daniels,Spirits,31,268,17,Summer
34,Kahlua,Spirits,13,230,0,Summer
34,Lemonade,Soft Drinks,8,184,8,Summer
34,Light Tonic,Soft Drinks,20,188,18,Summer
34,Limoncello,Spirits,11,287,0,Summer
34,Macallan 12,Spirits,7,164,0,Summer
34,Malbec,Wine,50,329,34,Summer
34,Martini Rosso,Spirits,11,337,0,Summer
34,Merlot,Wine,11,381,0,Summer
34,Moet,Wine,37,106,24,Summer
34,Orange Juice,Soft Drinks,35,334,25,Summer
34,Passoa,Spirits,32,221,20,Summer
34,Peroni,Beer,18,321,0,Summer
34,Pineapple Juice,Soft Drinks,21,198,8,Summer
34,Pink Gin,Spirits,23,287,21,Summer
34,Pinot Grigio,Wine,38,195,36,Summer
34,Prosecco,Wine,44,453,32,Summer
34,Rijoca,Wine,48,127,41,Summer
34,Sauvignon Blanc,Wine,8,438,5,Summer
34,St Germain,Spirits,13,314,9,Summer
34,Tanqueray 10,Spirits,28,108,8,Summer
34,Tonic Water,Soft Drinks,11,206,5,Summer
35,Apple Juice,Soft Drinks,18,296,15,Summer
35,Bacardi Blanco,Spirits,30,381,30,Summer
35,Bira Moretti,Beer,7,134,0,Summer
35,Bombay Gin,Spirits,45,271,41,Summer
35,Captain Morgan Spiced Rum,Spirits,33,250,22,Summer
35,Chardonnay,Wine,29,467,11,Summer
35,Coca Cola,Soft Drinks,25,347,12,Summer
35,Coke Zero,Soft Drinks,32,294,28,Summer
35,Cointreau,Spirits,20,242,14,Summer
35,Corona,Beer,44,132,30,Summer
35,Cranberry Juice,Soft Drinks,35,489,30,Summer
35,Dalmore 12,Spirits,15,450,4,Summer
35,Diet Coke,Soft Drinks,7,222,0,Summer
35,Disaronno,Spirits,30,110,24,Summer
35,Havana Club 3,Spirits,9,302,0,Summer
35,Havana Club 7,Spirits,6,420,0,Summer
35,High Commissioner,Spirits,10,125,5,Summer
35,Irn Bru,Soft Drinks,12,360,7,Summer
35,J20,Soft Drinks,48,387,32,Summer
35,Jack Daniels,Spirits,32,312,27,Summer
35,Kahlua,Spirits,49,334,38,Summer
35,Lemonade,Soft Drinks,20,123,10,Summer
35,Light Tonic,Soft Drinks,29,178,25,Summer
35,Limoncello,Spirits,9,479,0,Summer
35,Macallan 12,Spirits,14,100,4,Summer
35,Malbec,Wine,32,176,29,Summer
35,Martini Rosso,Spirits,43,224,36,Summer
35,Merlot,Wine,7,258,0,Summer
35,Moet,Wine,19,481,16,Summer
35,Orange Juice,Soft Drinks,24,216,4,Summer
35,Passoa,Spirits,5,103,0,Summer
35,Peroni,Beer,48,126,38,Summer
35,Pineapple Juice,Soft Drinks,41,450,22,Summer
35,Pink Gin,Spirits,30,439,20,Summer
35,Pinot Grigio,Wine,17,115,0,Summer
35,Prosecco,Wine,46,125,28,Summer
35,Rijoca,Wine,46,219,41,Summer
35,Sauvignon Blanc,Wine,41,159,41,Summer
35,St Germain,Spirits,34,255,17,Summer
35,Tanqueray 10,Spirits,8,397,0,Summer
35,Tonic Water,Soft Drinks,47,117,43,Summer
36,Apple Juice,Soft Drinks,46,317,36,Summer
36,Bacardi Blanco,Spirits,25,437,10,Summer
36,Bira Moretti,Beer,49,238,30,Summer
36,Bombay Gin,Spirits,14,404,2,Summer
36,Captain Morgan Spiced Rum,Spirits,10,467,8,Summer
36,Chardonnay,Wine,25,466,7,Summer
36,Coca Cola,Soft Drinks,9,214,2,Summer
36,Coke Zero,Soft Drinks,6,390,0,Summer
36,Cointreau,Spirits,32,321,22,Summer
36,Corona,Beer,40,214,37,Summer
36,Cranberry Juice,Soft Drinks,29,415,23,Summer
36,Dalmore 12,Spirits,18,467,0,Summer
36,Diet Coke,Soft Drinks,8,242,4,Summer
36,Disaronno,Spirits,28,305,25,Summer
36,Havana Club 3,Spirits,14,281,6,Summer
36,Havana Club 7,Spirits,10,326,6,Summer
36,High Commissioner,Spirits,33,229,23,Summer
36,Irn Bru,Soft Drinks,19,275,19,Summer
36,J20,Soft Drinks,40,447,22,Summer
36,Jack Daniels,Spirits,25,384,13,Summer
36,Kahlua,Spirits,36,159,25,Summer
36,Lemonade,Soft Drinks,5,391,5,Summer
36,Light Tonic,Soft Drinks,32,328,28,Summer
36,Limoncello,Spirits,24,110,10,Summer
36,Macallan 12,Spirits,10,487,0,Summer
36,Malbec,Wine,49,261,34,Summer
36,Martini Rosso,Spirits,21,416,11,Summer
36,Merlot,Wine,13,362,11,Summer
36,Moet,Wine,17,284,14,Summer
36,Orange Juice,Soft Drinks,8,449,0,Summer
36,Passoa,Spirits,14,390,0,Summer
36,Peroni,Beer,14,482,9,Summer
36,Pineapple Juice,Soft Drinks,5,160,0,Summer
36,Pink Gin,Spirits,45,169,30,Summer
36,Pinot Grigio,Wine,10,369,0,Summer
36,Prosecco,Wine,5,226,0,Summer
36,Rijoca,Wine,30,203,21,Summer
36,Sauvignon Blanc,Wine,18,263,11,Summer
36,St Germain,Spirits,21,272,21,Summer
36,Tanqueray 10,Spirits,18,224,15,Summer
36,Tonic Water,Soft Drinks,36,473,34,Summer
37,Apple Juice,Soft Drinks,16,146,13,Summer
37,Bacardi Blanco,Spirits,6,366,6,Summer
37,Bira Moretti,Beer,11,429,0,Summer
37,Bombay Gin,Spirits,30,453,28,Summer
37,Captain Morgan Spiced Rum,Spirits,46,469,43,Summer
37,Chardonnay,Wine,34,363,23,Summer
37,Coca Cola,Soft Drinks,43,482,34,Summer
37,Coke Zero,Soft Drinks,38,393,29,Summer
37,Cointreau,Spirits,7,439,0,Summer
37,Corona,Beer,27,431,19,Summer
37,Cranberry Juice,Soft Drinks,44,358,31,Summer
37,Dalmore 12,Spirits,14,478,6,Summer
37,Diet Coke,Soft Drinks,10,176,0,Summer
37,Disaronno,Spirits,41,184,34,Summer
37,Havana Club 3,Spirits,18,144,2,Summer
37,Havana Club 7,Spirits,27,457,27,Summer
37,High Commissioner,Spirits,50,494,50,Summer
37,Irn Bru,Soft Drinks,39,318,37,Summer
37,J20,Soft Drinks,49,314,35,Summer
37,Jack Daniels,Spirits,11,365,0,Summer
37,Kahlua,Spirits,10,244,0,Summer
37,Lemonade,Soft Drinks,47,174,30,Summer
37,Light Tonic,Soft Drinks,13,406,3,Summer
37,Limoncello,Spirits,28,499,17,Summer
37,Macallan 12,Spirits,5,453,0,Summer
37,Malbec,Wine,28,252,15,Summer
37,Martini Rosso,Spirits,21,328,17,Summer
37,Merlot,Wine,21,217,21,Summer
37,Moet,Wine,16,321,13,Summer
37,Orange Juice,Soft Drinks,34,484,14,Summer
37,Passoa,Spirits,22,374,14,Summer
37,Peroni,Beer,25,318,22,Summer
37,Pineapple Juice,Soft Drinks,23,139,13,Summer
37,Pink Gin,Spirits,9,249,0,Summer
37,Pinot Grigio,Wine,25,408,8,Summer
37,Prosecco,Wine,9,410,0,Summer
37,Rijoca,Wine,9,485,8,Summer
37,Sauvignon Blanc,Wine,23,117,18,Summer
37,St Germain,Spirits,28,433,28,Summer
37,Tanqueray 10,Spirits,48,274,46,Summer
37,Tonic Water,Soft Drinks,27,329,21,Summer
38,Apple Juice,Soft Drinks,20,111,16,Summer
38,Bacardi Blanco,Spirits,22,386,15,Summer
38,Bira Moretti,Beer,21,480,17,Summer
38,Bombay Gin,Spirits,30,150,11,Summer
38,Captain Morgan Spiced Rum,Spirits,26,391,22,Summer
38,Chardonnay,Wine,42,146,29,Summer
38,Coca Cola,Soft Drinks,45,498,37,Summer
38,Coke Zero,Soft Drinks,33,270,23,Summer
38,Cointreau,Spirits,19,119,6,Summer
38,Corona,Beer,36,457,22,Summer
38,Cranberry Juice,Soft Drinks,23,339,9,Summer
38,Dalmore 12,Spirits,7,420,0,Summer
38,Diet Coke,Soft Drinks,49,186,39,Summer
38,Disaronno,Spirits,20,152,9,Summer
38,Havana Club 3,Spirits,48,119,38,Summer
38,Havana Club 7,Spirits,43,102,39,Summer
38,High Commissioner,Spirits,8,112,0,Summer
38,Irn Bru,Soft Drinks,22,388,12,Summer
38,J20,Soft Drinks,6,447,0,Summer
38,Jack Daniels,Spirits,9,288,0,Summer
38,Kahlua,Spirits,17,442,0,Summer
38,Lemonade,Soft Drinks,25,359,18,Summer
38,Light Tonic,Soft Drinks,50,136,39,Summer
38,Limoncello,Spirits,36,155,34,Summer
38,Macallan 12,Spirits,39,327,35,Summer
38,Malbec,Wine,48,108,46,Summer
38,Martini Rosso,Spirits,25,173,24,Summer
38,Merlot,Wine,42,137,39,Summer
38,Moet,Wine,19,334,15,Summer
38,Orange Juice,Soft Drinks,49,440,44,Summer
38,Passoa,Spirits,46,319,45,Summer
38,Peroni,Beer,24,166,19,Summer
38,Pineapple Juice,Soft Drinks,40,449,25,Summer
38,Pink Gin,Spirits,22,463,11,Summer
38,Pinot Grigio,Wine,50,211,44,Summer
38,Prosecco,Wine,14,374,7,Summer
38,Rijoca,Wine,9,178,0,Summer
38,Sauvignon Blanc,Wine,8,263,0,Summer
38,St Germain,Spirits,24,355,18,Summer
38,Tanqueray 10,Spirits,26,122,8,Summer
38,Tonic Water,Soft Drinks,22,255,21,Summer
39,Apple Juice,Soft Drinks,37,113,35,Fall
39,Bacardi Blanco,Spirits,23,327,3,Fall
39,Bira Moretti,Beer,24,496,9,Fall
39,Bombay Gin,Spirits,36,269,21,Fall
39,Captain Morgan Spiced Rum,Spirits,25,132,10,Fall
39,Chardonnay,Wine,44,308,36,Fall
39,Coca Cola,Soft Drinks,50,241,48,Fall
39,Coke Zero,Soft Drinks,7,131,0,Fall
39,Cointreau,Spirits,21,270,17,Fall
39,Corona,Beer,7,166,0,Fall
39,Cranberry Juice,Soft Drinks,10,140,9,Fall
39,Dalmore 12,Spirits,25,418,17,Fall
39,Diet Coke,Soft Drinks,31,145,20,Fall
39,Disaronno,Spirits,26,438,25,Fall
39,Havana Club 3,Spirits,14,305,0,Fall
39,Havana Club 7,Spirits,32,356,26,Fall
39,High Commissioner,Spirits,32,313,20,Fall
39,Irn Bru,Soft Drinks,10,252,6,Fall
39,J20,Soft Drinks,5,312,4,Fall
39,Jack Daniels,Spirits,44,452,36,Fall
39,Kahlua,Spirits,38,391,23,Fall
39,Lemonade,Soft Drinks,45,104,37,Fall
39,Light Tonic,Soft Drinks,22,210,17,Fall
39,Limoncello,Spirits,23,446,20,Fall
39,Macallan 12,Spirits,25,221,25,Fall
39,Malbec,Wine,30,381,10,Fall
39,Martini Rosso,Spirits,7,286,0,Fall
39,Merlot,Wine,47,491,38,Fall
39,Moet,Wine,41,485,27,Fall
39,Orange Juice,Soft Drinks,41,422,35,Fall
39,Passoa,Spirits,35,225,30,Fall
39,Peroni,Beer,24,384,9,Fall
39,Pineapple Juice,Soft Drinks,10,339,10,Fall
39,Pink Gin,Spirits,23,141,3,Fall
39,Pinot Grigio,Wine,6,336,0,Fall
39,Prosecco,Wine,13,390,2,Fall
39,Rijoca,Wine,14,415,11,Fall
39,Sauvignon Blanc,Wine,12,291,1,Fall
39,St Germain,Spirits,23,247,9,Fall
39,Tanqueray 10,Spirits,38,220,25,Fall
39,Tonic Water,Soft Drinks,23,417,20,Fall
40,Apple Juice,Soft Drinks,27,272,17,Fall
40,Bacardi Blanco,Spirits,18,421,7,Fall
40,Bira Moretti,Beer,6,140,0,Fall
40,Bombay Gin,Spirits,46,431,30,Fall
40,Captain Morgan Spiced Rum,Spirits,32,317,16,Fall
40,Chardonnay,Wine,42,232,37,Fall
40,Coca Cola,Soft Drinks,45,175,44,Fall
40,Coke Zero,Soft Drinks,46,441,33,Fall
40,Cointreau,Spirits,42,350,34,Fall
40,Corona,Beer,42,410,35,Fall
40,Cranberry Juice,Soft Drinks,27,261,16,Fall
40,Dalmore 12,Spirits,20,138,5,Fall
40,Diet Coke,Soft Drinks,41,290,32,Fall
40,Disaronno,Spirits,29,425,23,Fall
40,Havana Club 3,Spirits,21,413,6,Fall
40,Havana Club 7,Spirits,39,370,29,Fall
40,High Commissioner,Spirits,24,177,18,Fall
40,Irn Bru,Soft Drinks,14,132,0,Fall
40,J20,Soft Drinks,5,178,0,Fall
40,Jack Daniels,Spirits,19,244,2,Fall
40,Kahlua,Spirits,13,169,0,Fall
40,Lemonade,Soft Drinks,30,163,21,Fall
40,Light Tonic,Soft Drinks,26,364,12,Fall
40,Limoncello,Spirits,21,432,1,Fall
40,Macallan 12,Spirits,21,236,20,Fall
40,Malbec,Wine,6,473,0,Fall
40,Martini Rosso,Spirits,9,227,1,Fall
40,Merlot,Wine,20,128,17,Fall
40,Moet,Wine,41,229,28,Fall
40,Orange Juice,Soft Drinks,16,141,13,Fall
40,Passoa,Spirits,19,161,9,Fall
40,Peroni,Beer,40,224,20,Fall
40,Pineapple Juice,Soft Drinks,5,156,3,Fall
40,Pink Gin,Spirits,38,335,34,Fall
40,Pinot Grigio,Wine,28,168,13,Fall
40,Prosecco,Wine,47,155,36,Fall
40,Rijoca,Wine,24,149,20,Fall
40,Sauvignon Blanc,Wine,47,180,29,Fall
40,St Germain,Spirits,10,131,0,Fall
40,Tanqueray 10,Spirits,27,111,14,Fall
40,Tonic Water,Soft Drinks,44,492,38,Fall
41,Apple Juice,Soft Drinks,30,273,10,Fall
41,Bacardi Blanco,Spirits,35,119,30,Fall
41,Bira Moretti,Beer,6,488,0,Fall
41,Bombay Gin,Spirits,37,203,34,Fall
41,Captain Morgan Spiced Rum,Spirits,9,150,0,Fall
41,Chardonnay,Wine,14,450,0,Fall
41,Coca Cola,Soft Drinks,17,238,16,Fall
41,Coke Zero,Soft Drinks,32,185,17,Fall
41,Cointreau,Spirits,16,139,4,Fall
41,Corona,Beer,43,337,42,Fall
41,Cranberry Juice,Soft Drinks,24,225,24,Fall
41,Dalmore 12,Spirits,22,440,19,Fall
41,Diet Coke,Soft Drinks,41,388,22,Fall
41,Disaronno,Spirits,36,182,17,Fall
41,Havana Club 3,Spirits,30,235,26,Fall
41,Havana Club 7,Spirits,11,473,0,Fall
41,High Commissioner,Spirits,23,481,7,Fall
41,Irn Bru,Soft Drinks,33,158,32,Fall
41,J20,Soft Drinks,6,290,0,Fall
41,Jack Daniels,Spirits,47,206,44,Fall
41,Kahlua,Spirits,23,373,14,Fall
41,Lemonade,Soft Drinks,17,162,5,Fall
41,Light Tonic,Soft Drinks,38,161,35,Fall
41,Limoncello,Spirits,50,423,46,Fall
41,Macallan 12,Spirits,23,265,12,Fall
41,Malbec,Wine,13,315,10,Fall
41,Martini Rosso,Spirits,26,106,18,Fall
41,Merlot,Wine,34,213,23,Fall
41,Moet,Wine,38,365,22,Fall
41,Orange Juice,Soft Drinks,40,236,32,Fall
41,Passoa,Spirits,28,473,20,Fall
41,Peroni,Beer,38,233,33,Fall
41,Pineapple Juice,Soft Drinks,5,452,2,Fall
41,Pink Gin,Spirits,48,141,44,Fall
41,Pinot Grigio,Wine,30,472,21,Fall
41,Prosecco,Wine,9,297,0,Fall
41,Rijoca,Wine,21,360,13,Fall
41,Sauvignon Blanc,Wine,14,244,0,Fall
41,St Germain,Spirits,50,188,35,Fall
41,Tanqueray 10,Spirits,40,248,33,Fall
41,Tonic Water,Soft Drinks,25,360,23,Fall
42,Apple Juice,Soft Drinks,25,309,10,Fall
42,Bacardi Blanco,Spirits,36,124,23,Fall
42,Bira Moretti,Beer,31,292,28,Fall
42,Bombay Gin,Spirits,8,374,0,Fall
42,Captain Morgan Spiced Rum,Spirits,26,299,19,Fall
42,Chardonnay,Wine,30,404,20,Fall
42,Coca Cola,Soft Drinks,11,338,0,Fall
42,Coke Zero,Soft Drinks,7,406,0,Fall
42,Cointreau,Spirits,22,190,16,Fall
42,Corona,Beer,24,168,19,Fall
42,Cranberry Juice,Soft Drinks,24,387,13,Fall
42,Dalmore 12,Spirits,11,411,0,Fall
42,Diet Coke,Soft Drinks,48,241,37,Fall
